time,x,y
1506456474.114,1.8347590236226097,0.4586099945008755
1506456474.344,1.9039890294079669,0.44480999279767275
1506456474.515,1.9554600305273198,0.43454999290406704
1506456474.706,2.012951025972143,0.4230899941176176
1506456474.876,2.0641209771856666,0.41289000399410725
1506456475.077,2.1152279815869406,0.4031400019302964
1506456475.251,2.1463739860337228,0.39792000129818916
1506456475.421,2.1768039996968582,0.39281999971717596
1506456475.621,2.2126040082075633,0.38681999780237675
1506456475.8,2.244644990481902,0.38145000115036964
1506456475.97,2.2750750040868297,0.37634999863803387
1506456476.172,2.272361002222169,0.3826739965006709
1506456476.346,2.2641830010688864,0.38998199719935656
1506456476.516,2.256192997447215,0.3971220003440976
1506456476.71,2.2470749971689656,0.4052699999883771
1506456476.885,2.2388499994412996,0.412619998678565
1506456477.055,2.2309699959587306,0.4198150020092726
1506456477.241,2.222600001783576,0.42781299632042646
1506456477.427,2.2142299968982115,0.4358110008761287
1506456477.596,2.2066250009811483,0.44307799730449915
1506456477.792,2.1978049965109676,0.4515060018748045
1506456477.996,2.188624996691942,0.46027800161391497
1506456478.165,2.187949999119155,0.46424499806016684
1506456478.367,2.1873439986957237,0.4688910013064742
1506456478.536,2.186836998909712,0.47277799993753433
1506456478.706,2.186326998693403,0.4766880013048649
1506456478.944,2.1856129989610054,0.48216199968010187
1506456479.114,2.185558999015484,0.4860720010474324
1506456479.285,2.185729999036994,0.4900050014257431
1506456479.517,2.185961998940911,0.4953409982845187
1506456479.692,2.1861369988764636,0.49936599750071764
1506456479.863,2.1863079988979734,0.5032989969477057
1506456480.065,2.194375005958136,0.5034599965438247
1506456480.238,2.215480988728814,0.4955020034685731
1506456480.408,2.236220998049248,0.4876819998025894
1506456480.579,2.2570829985197634,0.47981599904596806
1506456480.763,2.2795310003566556,0.4713519988581538
1506456480.937,2.300759003381245,0.46334799751639366
1506456481.147,2.341667015803978,0.4447209909558296
1506456481.338,2.3848330123582855,0.4242839924991131
1506456481.512,2.4241570179583505,0.4056659899652004
1506456481.714,2.469808995956555,0.38405200093984604
1506456481.884,2.508229013183154,0.3658619923517108
1506456482.076,2.5539769925526343,0.34319000225514174
1506456482.269,2.603578012669459,0.3171349922195077
1506456482.444,2.6485530004138127,0.2935099983587861
1506456482.614,2.6922430200502276,0.2705599879845977
1506456482.784,2.7359329783939756,0.2476100092753768
1506456482.987,2.7881039960775524,0.2202050006017089
1506456483.161,2.8341100024990737,0.19172399677336216
1506456483.336,2.8804849899024703,0.16267400421202183
1506456483.507,2.9257999908877537,0.13428800366818905
1506456483.734,2.9859549903776497,0.09660600498318672
1506456483.908,3.032064996950794,0.06772200018167496
1506456484.111,3.085194014769513,0.03335798904299736
1506456484.298,3.1336270241299644,0.0011939825490117073
1506456484.469,3.177916025160812,-0.028218017891049385
1506456484.642,3.222722988575697,-0.05797399394214153
1506456484.815,3.267530013807118,-0.08773001097142696
1506456484.986,3.3118190147797577,-0.11714201141148806
1506456485.165,3.3568599894060753,-0.14858999382704496
1506456485.339,3.400533995591104,-0.17921399883925915
1506456485.509,3.4432040147366934,-0.20913401152938604
1506456485.679,3.4858739740448073,-0.23905398324131966
1506456485.85,3.5287949750199914,-0.26914998423308134
1506456486.02,3.5714849941432476,-0.2992899976670742
1506456486.191,3.6145769951399416,-0.33126699831336737
1506456486.362,3.657668996078428,-0.36324399895966053
1506456486.553,3.705800992262084,-0.3989609954878688
1506456486.728,3.74990098021226,-0.4316859869286418
1506456486.899,3.792992981208954,-0.46366298757493496
1506456487.101,3.8427860160009004,-0.5036590155214071
1506456487.288,3.8878530247020535,-0.5427420232445002
1506456487.472,3.9321969709708355,-0.5811979761347175
1506456487.642,3.9731669893371873,-0.6167279919609427
1506456487.811,4.0138960251933895,-0.6520490236580372
1506456488.008,4.061380974075291,-0.6932939784601331
1506456488.183,4.1037310201791115,-0.7314440198242664
1506456488.355,4.1453550035948865,-0.7689400045201182
1506456488.557,4.194238980009686,-0.8129759840667248
1506456488.73,4.2361050035688095,-0.8506900053471327
1506456488.902,4.277728986926377,-0.8881859900429845
1506456489.072,4.317933005047962,-0.925318006426096
1506456489.247,4.358007994131185,-0.9636429958045483
1506456489.424,4.398541004629806,-1.0024060057476163
1506456489.635,4.446859996765852,-1.0486149983480573
1506456489.807,4.486247981083579,-1.0862829834222794
1506456490.017,4.533487991837319,-1.1318819923326373
1506456490.193,4.564992012979928,-1.166378015652299
1506456490.368,4.59631700447062,-1.2006780067458749
1506456490.541,4.627283979207277,-1.2345859790220857
1506456490.75,4.664694998995401,-1.2755500013008714
1506456490.928,4.69655699422583,-1.3104379959404469
1506456491.102,4.724948998715263,-1.3440320007503033
1506456491.306,4.755956998153124,-1.382995999418199
1506456491.481,4.78255699086003,-1.416420990601182
1506456491.653,4.808701016707346,-1.4492730228230357
1506456491.859,4.840012994071003,-1.4886189941316843
1506456492.034,4.867088985687587,-1.5226219836622477
1506456492.206,4.8956410138634965,-1.5583980195224285
1506456492.404,4.928509006276727,-1.59958200994879
1506456492.582,4.9580570018151775,-1.636606004089117
1506456492.753,4.986443002475426,-1.6721740057691932
1506456492.955,5.019974986324087,-1.7141899848356843
1506456493.129,5.052212989074178,-1.7520589893683791
1506456493.299,5.08485300373286,-1.7896290067583323
1506456493.488,5.121140982839279,-1.831397982314229
1506456493.658,5.153780997497961,-1.8689679997041821
1506456493.828,5.186421012156643,-1.9065380161628127
1506456493.998,5.219060981005896,-1.944107980467379
1506456494.173,5.253699018212501,-1.9845130238682032
1506456494.343,5.287358986097388,-2.023782986216247
1506456494.512,5.32082101557171,-2.062822020612657
1506456494.684,5.354877002013382,-2.102554004639387
1506456494.857,5.389131021278445,-2.142517026513815
1506456495.03,5.42329499340849,-2.1823599943891168
1506456495.204,5.457224998215679,-2.2218579994514585
1506456495.374,5.49037501309067,-2.2604480171576142
1506456495.544,5.523524981515948,-2.299037979915738
1506456495.718,5.557454986323137,-2.3385359859094024
1506456495.887,5.5904100153711624,-2.3768990198150277
1506456496.057,5.6231609843089245,-2.4156599827110767
1506456496.231,5.655872988922056,-2.455679988488555
1506456496.401,5.687833003292326,-2.4947800058871508
1506456496.571,5.719793017604388,-2.533880024217069
1506456496.752,5.753821016522124,-2.5755100222304463
1506456496.927,5.786721007549204,-2.615760011598468
1506456497.099,5.820541994296946,-2.654626996256411
1506456497.301,5.861548022949137,-2.699673027731478
1506456497.475,5.896869979624171,-2.738474979996681
1506456497.677,5.937876008276362,-2.7835210105404258
1506456497.862,5.975430996681098,-2.8247759975492954
1506456498.037,6.009697988978587,-2.863467987626791
1506456498.217,6.040118000295479,-2.901988002471626
1506456498.419,6.074255983810872,-2.945215981453657
1506456498.597,6.104337979340926,-2.9833079762756824
1506456498.77,6.133574995736126,-3.020329996943474
1506456498.941,6.162473996402696,-3.0569239975884557
1506456499.118,6.193567004462238,-3.0963360080495477
1506456499.291,6.224533979198895,-3.135606976225972
1506456499.486,6.259439009940252,-3.1798720145598054
1506456499.657,6.290048010589089,-3.2186890160664916
1506456499.831,6.321194015035871,-3.2581870211288333
1506456500.005,6.352435021661222,-3.2977200280874968
1506456500.173,6.385699018253945,-3.337032023817301
1506456500.386,6.42787298274925,-3.3868739819154143
1506456500.56,6.462324987631291,-3.4275899874046445
1506456500.73,6.495985002722591,-3.467370005324483
1506456500.933,6.536179016344249,-3.514872021973133
1506456501.106,6.569902988674585,-3.553657989948988
1506456501.277,6.602905989391729,-3.590935990214348
1506456501.447,6.635716004122514,-3.6279960069805384
1506456501.617,6.668526018853299,-3.6650560228154063
1506456501.787,6.701335987600032,-3.7021159874275327
1506456501.96,6.734725006332155,-3.7398300087079406
1506456502.131,6.76812100718962,-3.7769770100712776
1506456502.301,6.801441022194922,-3.8138670260086656
1506456502.471,6.834760990401264,-3.850756990723312
1506456502.645,6.868864995252807,-3.8885149965062737
1506456502.815,6.902185010199901,-3.9254050133749843
1506456503.014,6.941132987267338,-3.96858798712492
1506456503.188,6.974540991999675,-4.006345992907882
1506456503.358,7.007181006658357,-4.043236009776592
1506456503.554,7.04481297993334,-4.085767979733646
1506456503.732,7.0789890206069686,-4.124394025653601
1506456503.904,7.112013007397763,-4.161718010902405
1506456504.075,7.145145008340478,-4.199125011451542
1506456504.269,7.183169009455014,-4.241999012418091
1506456504.439,7.216488977661356,-4.279568976722658
1506456504.61,7.250004978384823,-4.317359977401793
1506456504.78,7.283324993331917,-4.354929994791746
1506456504.95,7.316645008337218,-4.392500011250377
1506456505.141,7.355068005563226,-4.435557007789612
1506456505.324,7.392216974927578,-4.4770979741588235
1506456505.495,7.4269299757434055,-4.515914974734187
1506456505.665,7.4614399911952205,-4.554504992440343
1506456505.837,7.496355977258645,-4.593548976816237
1506456506.008,7.530972979264334,-4.632237979210913
1506456506.21,7.569555006222799,-4.674860008992255
1506456506.384,7.602789010968991,-4.711574014276266
1506456506.555,7.635450011701323,-4.7476550145074725
1506456506.724,7.667728994623758,-4.78331399615854
1506456506.911,7.70344600151293,-4.822771003469825
1506456507.084,7.736153019708581,-4.859106023795903
1506456507.254,7.767942989361472,-4.8946359902620316
1506456507.44,7.802725009678397,-4.933510012924671
1506456507.61,7.834514979389496,-4.969039978459477
1506456507.779,7.866118007164914,-5.004361010156572
1506456507.977,7.903143998642918,-5.045743000693619
1506456508.156,7.932716982613783,-5.080969980917871
1506456508.326,7.960256994934753,-5.114119996316731
1506456508.495,7.987634980410803,-5.147074978798628
1506456508.664,8.01501300453674,-5.1800300078466535
1506456508.837,8.043038981675636,-5.213764980435371
1506456509.006,8.070207004318945,-5.246444007381797
1506456509.176,8.091797013999894,-5.271774019114673
1506456509.349,8.113767996081151,-5.297550997696817
1506456509.521,8.1356119873235,-5.323178987950087
1506456509.726,8.161647007917054,-5.3537240121513605
1506456509.895,8.18310999654932,-5.37890499830246
1506456510.046,8.200400999281555,-5.399702001363039
1506456510.216,8.215021005831659,-5.418742010369897
1506456510.402,8.231016994686797,-5.439573995769024
1506456510.575,8.245895003085025,-5.458950006403029
1506456510.745,8.260514989146031,-5.477989988401532
1506456510.927,8.276167002914008,-5.498374005779624
1506456511.096,8.286188997270074,-5.514805996790528
1506456511.266,8.292819000256713,-5.529426003806293
1506456511.435,8.299409996718168,-5.543959995731711
1506456511.609,8.306195997691248,-5.558923997916281
1506456511.779,8.312826000677887,-5.573544004932046
1506456511.978,8.320586996036582,-5.590657995082438
1506456512.151,8.319028998608701,-5.6017610020935535
1506456512.321,8.316308997396845,-5.612131007015705
1506456512.515,8.313204997277353,-5.623965007252991
1506456512.699,8.310261000879109,-5.635188993997872
1506456512.9,8.307044997403864,-5.647450006566942
1506456513.073,8.304641999478918,-5.658805997110903
1506456513.247,8.302727999165654,-5.671333999373019
1506456513.418,8.300846999161877,-5.683645999059081
1506456513.588,8.298976998310536,-5.695886004716158
1506456513.778,8.29688699770486,-5.709566009230912
1506456513.954,8.294950999028515,-5.722238000482321
1506456514.127,8.293047997925896,-5.7352020079270005
1506456514.323,8.290891999437008,-5.750097997486591
1506456514.497,8.288977999181952,-5.763321999460459
1506456514.67,8.287074998137541,-5.77647000644356
1506456514.847,8.285128000250552,-5.789921992458403
1506456515.049,8.282121998316143,-5.805470002815127
1506456515.255,8.276559995894786,-5.821950010024011
1506456515.425,8.271970000234433,-5.835549997165799
1506456515.627,8.26651599642355,-5.851710008457303
1506456515.8,8.261845000262838,-5.8655499974265695
1506456516.001,8.256415001116693,-5.881614996120334
1506456516.178,8.251104999741074,-5.893119999207556
1506456516.357,8.245734995580278,-5.904755008406937
1506456516.527,8.240635000460315,-5.915804997086525
1506456516.718,8.234905000950675,-5.928219996392727
1506456516.891,8.229714997985866,-5.939465003088117
1506456517.067,8.2236310026492,-5.950837994925678
1506456517.237,8.21649099944625,-5.961717999540269
1506456517.438,8.2080490005319,-5.974581997841597
1506456517.613,8.200699002481997,-5.9857819955796
1506456517.787,8.193391001434065,-5.996917996555567
1506456517.99,8.184864998562261,-6.009910001419485
1506456518.174,8.179572998255026,-6.023426002822816
1506456518.356,8.174477000487968,-6.036893996410072
1506456518.526,8.16971699835267,-6.049474002793431
1506456518.728,8.164061001036316,-6.0644219955429435
1506456518.9,8.159244996320922,-6.077150007709861
1506456519.072,8.15342099784175,-6.088222001679242
1506456519.242,8.1462809946388,-6.096892005763948
1506456519.456,8.13729299523402,-6.107806005515158
1506456519.627,8.1301109950291,-6.11652700509876
1506456519.828,8.121668996056542,-6.126778003759682
1506456520.024,8.113965000375174,-6.136701997369528
1506456520.195,8.110545000294223,-6.144909997470677
1506456520.384,8.106764997704886,-6.153982004150748
1506456520.557,8.103305000520777,-6.162285997532308
1506456520.728,8.099885000439826,-6.170493997633457
1506456520.899,8.096465000358876,-6.178701997734606
1506456521.08,8.092525000800379,-6.187069998122752
1506456521.252,8.08839699672535,-6.1946380054578185
1506456521.454,8.08354899904225,-6.203526000492275
1506456521.638,8.07913299871143,-6.211622001603246
1506456521.809,8.075028998602647,-6.219146001152694
1506456522.002,8.07036899542436,-6.227606003172696
1506456522.174,8.063832998042926,-6.23242200165987
1506456522.359,8.05680300021777,-6.2376020001247525
1506456522.53,8.05030500004068,-6.242390000261366
1506456522.769,8.041222996951547,-6.249082002788782
1506456522.941,8.034686999570113,-6.253898000344634
1506456523.142,8.02761700033443,-6.263785998336971
1506456523.345,8.020714998012409,-6.275560002774
1506456523.539,8.014118997787591,-6.286812002770603
1506456523.722,8.007897002913523,-6.2974259946495295
1506456523.929,8.000859002349898,-6.309431995265186
1506456524.112,7.995980999257881,-6.322510000318289
1506456524.298,7.991888996853959,-6.337390008382499
1506456524.499,7.987466997408774,-6.35347000695765
1506456524.695,7.9831550004309975,-6.369149995967746
1506456524.872,7.979260999476537,-6.3833099994808435
1506456525.078,7.9744169972254895,-6.4015060076490045
1506456525.265,7.969554996234365,-6.420580011792481
1506456525.436,7.965108996140771,-6.438022011891007
1506456525.608,7.960636997944675,-6.45556600484997
1506456525.878,7.953616998449434,-6.483106003142893
1506456526.053,7.949967999244109,-6.501273998059332
1506456526.249,7.94820399832679,-6.5224420092999935
1506456526.445,7.946439999563154,-6.5436099935323
1506456526.62,7.9448649999685585,-6.562509988434613
1506456526.792,7.943316998484079,-6.581086006946862
1506456526.967,7.9417419988894835,-6.5999860018491745
1506456527.141,7.938906998373568,-6.616099003702402
1506456527.341,7.935306997504085,-6.633899007923901
1506456527.538,7.931760997045785,-6.651432010345161
1506456527.713,7.928610997914802,-6.667007005773485
1506456527.894,7.925352998019662,-6.683116005733609
1506456528.088,7.923708999122027,-6.699150005355477
1506456528.262,7.92423099919688,-6.712200007401407
1506456528.433,7.924743999203201,-6.7250250075012445
1506456528.632,7.92534099885961,-6.739949998445809
1506456528.806,7.925862998934463,-6.753000000491738
1506456528.981,7.926387998799328,-6.766124997287989
1506456529.152,7.925228999345563,-6.779405997134745
1506456529.346,7.923676999285817,-6.794537997804582
1506456529.517,7.9223089992883615,-6.807875997386873
1506456529.688,7.920940999232698,-6.821213997900486
1506456529.891,7.919316998682916,-6.837048003450036
1506456530.052,7.91865299915662,-6.850178005173802
1506456530.226,7.919348999275826,-6.865664007142186
1506456530.398,7.92003699898487,-6.880972000770271
1506456530.619,7.92092099878937,-6.900640997104347
1506456530.793,7.921616998908576,-6.916127000004053
1506456530.973,7.922336999210529,-6.932147005572915
1506456531.208,7.91953299974557,-6.960549994371831
1506456531.386,7.917041000095196,-6.982799991033971
1506456531.562,7.914576998446137,-7.004800005815923
1506456531.761,7.911791000107769,-7.029674991033971
1506456531.943,7.9092429978773,-7.052425011061132
1506456532.117,7.907508998119738,-7.073122013360262
1506456532.288,7.906140998122282,-7.092958013527095
1506456532.491,7.904516999493353,-7.116505993530154
1506456532.668,7.903100999130402,-7.137037998996675
1506456532.84,7.901724999654107,-7.156989990733564
1506456533.035,7.900479999079835,-7.179225009866059
1506456533.216,7.900660999061074,-7.198230009526014
1506456533.389,7.90083399892319,-7.216394994407892
1506456533.56,7.9010049989447,-7.234349994920194
1506456533.769,7.90121399902273,-7.256295006722212
1506456533.944,7.901388998958282,-7.274670002050698
1506456534.121,7.899629998195451,-7.290109004825354
1506456534.293,7.8970499992137775,-7.303697000257671
1506456534.467,7.894439998839516,-7.317443002015352
1506456534.639,7.891859999857843,-7.331030996516347
1506456534.833,7.888949999818578,-7.346356996335089
1506456535.009,7.886507999384776,-7.36026100628078
1506456535.209,7.8879079997423105,-7.376061010174453
1506456535.409,7.889307998411823,-7.391860994510353
1506456535.584,7.89053299970692,-7.405686009675264
1506456535.82,7.892184998490848,-7.424329996109009
1506456535.992,7.893388999684248,-7.437918009236455
1506456536.165,7.891134999459609,-7.448944998905063
1506456536.337,7.888727000448853,-7.459780993871391
1506456536.509,7.886318998062052,-7.470617004670203
1506456536.68,7.883924998051953,-7.481390004977584
1506456536.874,7.8812089979765005,-7.493612005375326
1506456537.045,7.877599995874334,-7.503620004281402
1506456537.22,7.870424997818191,-7.5116700027137995
1506456537.438,7.861487000482157,-7.52169799990952
1506456537.609,7.854476000298746,-7.529563999734819
1506456537.805,7.846439996210393,-7.5385800041258335
1506456537.979,7.839305995206814,-7.546584005467594
1506456538.151,7.832253998029046,-7.55419400241226
1506456538.335,7.824709997395985,-7.562290002591908
1506456538.511,7.817494002345484,-7.570033997297287
1506456538.684,7.810400998336263,-7.577646001242101
1506456538.895,7.801749999751337,-7.586930000223219
1506456539.071,7.7931849930319,-7.593041002750397
1506456539.243,7.782864997163415,-7.596653001382947
1506456539.429,7.771705004910473,-7.600558998994529
1506456539.606,7.761085002217442,-7.6042759995907545
1506456539.777,7.75082500197459,-7.607866999693215
1506456540.033,7.735563999449369,-7.613474000245333
1506456540.205,7.72576000331901,-7.618289998732507
1506456540.381,7.715727996604983,-7.623218001797795
1506456540.624,7.701876994862687,-7.630022002384067
1506456540.827,7.690306004486047,-7.635705998167396
1506456541.001,7.68040700169513,-7.640570999123156
1506456541.207,7.672578998317476,-7.644897000864148
1506456541.388,7.665700998506509,-7.648698001168668
1506456541.603,7.6575310017797165,-7.653212998993695
1506456541.775,7.6509949953178875,-7.6568250032141805
1506456541.966,7.643736995931249,-7.660836002789438
1506456542.168,7.633540999842808,-7.6628940012305975
1506456542.341,7.624371994694229,-7.664278001524508
1506456542.534,7.614143003185745,-7.66582200024277
1506456542.709,7.604867993097287,-7.667222001589835
1506456542.882,7.595699000579771,-7.668606000952423
1506456543.086,7.584371000993997,-7.669894000515342
1506456543.26,7.574104999541305,-7.670590001158416
1506456543.432,7.563957003585529,-7.671278000809252
1506456543.639,7.551744002557825,-7.672106000594795
1506456543.816,7.541300999873783,-7.672814001329243
1506456544.02,7.529085000278428,-7.673310001380742
1506456544.203,7.516640994290356,-7.671114000491798
1506456544.381,7.5045369961299,-7.668978000991046
1506456544.553,7.49284100078512,-7.6669140020385385
1506456544.766,7.478356996783987,-7.664358001202345
1506456544.943,7.466320993669797,-7.662233999930322
1506456545.115,7.457729998568539,-7.661320000886917
1506456545.319,7.44936599873472,-7.660912001505494
1506456545.495,7.442150003684219,-7.66056000161916
1506456545.699,7.4337860038504004,-7.660152001306415
1506456545.884,7.426200996385887,-7.6597820008173585
1506456546.06,7.418265002022963,-7.658470002003014
1506456546.232,7.4091489930287935,-7.655373998917639
1506456546.422,7.399079002614599,-7.651954001747072
1506456546.598,7.389750996371731,-7.6487859999760985
1506456546.8,7.379045001522172,-7.645150002092123
1506456547.002,7.368342994188424,-7.641501998528838
1506456547.178,7.359367000346538,-7.637278001755476
1506456547.351,7.350543995387852,-7.633125999011099
1506456547.554,7.340191004041117,-7.628254002891481
1506456547.733,7.331061996927019,-7.62395799998194
1506456547.987,7.318107999511994,-7.6178620010614395
1506456548.16,7.308644994220231,-7.613709998317063
1506456548.333,7.299130001978483,-7.609558002091944
1506456548.507,7.289560000644997,-7.605382001958787
1506456548.68,7.280044995306525,-7.601229999214411
1506456548.852,7.270584999059793,-7.597102001309395
1506456549.025,7.261569995607715,-7.5938000017777085
1506456549.214,7.254954999429174,-7.5956900008022785
1506456549.393,7.248690002888907,-7.597479999996722
1506456549.565,7.242669996980112,-7.5992000019177794
1506456549.775,7.235319995612372,-7.601300002075732
1506456549.952,7.229125002399087,-7.6030700001865625
1506456550.136,7.21697300527012,-7.608173998072743
1506456550.324,7.202497008081991,-7.614565997384489
1506456550.496,7.189252995012794,-7.620414002798498
1506456550.695,7.173930004122667,-7.627179998904467
1506456550.868,7.1606089966371655,-7.633062002249062
1506456551.04,7.146805002470501,-7.640789997763932
1506456551.213,7.131061993597541,-7.654803005978465
1506456551.413,7.112861989240628,-7.671003010123968
1506456551.589,7.096846000174992,-7.685259000398219
1506456551.793,7.078282000555191,-7.701782999560237
1506456551.966,7.062538991682231,-7.71579600777477
1506456552.206,7.0472909936797805,-7.733588008210063
1506456552.399,7.0359040031326,-7.747676996514201
1506456552.581,7.025165993662085,-7.760963007807732
1506456552.753,7.015017997706309,-7.773519002832472
1506456552.927,7.004751996253617,-7.786221004091203
1506456553.103,6.995604002440814,-7.797420997172594
1506456553.276,6.987472997861914,-7.807282002642751
1506456553.481,6.977838001446798,-7.818966997787356
1506456553.656,6.969613003719132,-7.828941995278001
1506456553.829,6.961481999140233,-7.8388030007481575
1506456554.026,6.952768998336978,-7.850292002782226
1506456554.203,6.948166997171938,-7.86215100530535
1506456554.377,6.943642996542621,-7.873809006996453
1506456554.559,6.938910998578649,-7.886003002524376
1506456554.74,6.934204998717178,-7.898130001500249
1506456554.913,6.929706996190362,-7.909721008501947
1506456555.107,6.927551999106072,-7.921863007359207
1506456555.28,6.927724998968188,-7.932069999165833
1506456555.452,6.927896998880897,-7.942217995412648
1506456555.626,6.92807099892525,-7.952483996748924
1506456555.802,6.92824699904304,-7.962868004105985
1506456555.976,6.928420999029186,-7.973134005442262
1506456556.149,6.9297859983635135,-7.983042997308075
1506456556.333,6.931441998516675,-7.993530998006463
1506456556.511,6.933043998258654,-8.003676996566355
1506456556.723,6.934951999457553,-8.015761003829539
1506456556.899,6.936535998363979,-8.025792997330427
1506456557.086,6.938734998460859,-8.036623999476433
1506456557.288,6.941765000578016,-8.048542007803917
1506456557.473,6.944539999705739,-8.059457004070282
1506456557.648,6.947164998971857,-8.06978200096637
1506456557.821,6.949760000454262,-8.079989006742835
1506456558.026,6.952990999445319,-8.092006001621485
1506456558.207,6.956791999342386,-8.102142001502216
1506456558.383,6.960487996810116,-8.111997994594276
1506456558.556,6.9641209988621995,-8.12168600037694
1506456558.729,6.967754000856075,-8.131374006159604
1506456558.901,6.971365999430418,-8.14100600220263
1506456559.073,6.974320998415351,-8.151659997180104
1506456559.278,6.976781000383198,-8.166010009124875
1506456559.453,6.978880999784451,-8.178260006010532
1506456559.628,6.980980999185704,-8.190510001964867
1506456559.831,6.983417000039481,-8.204720007255673
1506456560.02,6.985224999138154,-8.218549999408424
1506456560.193,6.983321998093743,-8.235850009135902
1506456560.366,6.981418999668676,-8.253149994648993
1506456560.542,6.979482998314779,-8.270750006660819
1506456560.716,6.9775689980597235,-8.288150008767843
1506456560.889,6.975665999634657,-8.305449994280934
1506456561.066,6.972464999416843,-8.323347998782992
1506456561.238,6.9673050014534965,-8.341063992120326
1506456561.445,6.961095000966452,-8.362384993582964
1506456561.622,6.955784999590833,-8.380615998059511
1506456561.795,6.950594996684231,-8.398435008712113
1506456562.0,6.9444449989823624,-8.419550000689924
1506456562.179,6.93961200164631,-8.43744999077171
1506456562.352,6.934940999024548,-8.454750000499189
1506456562.542,6.929810997506138,-8.4737500064075
1506456562.72,6.9250049982219934,-8.49155000410974
1506456562.894,6.920306997548323,-8.508950006216764
1506456563.067,6.916239000565838,-8.526785992085934
1506456563.261,6.912747000460513,-8.547737992368639
1506456563.438,6.909560999658424,-8.566853997297585
1506456563.634,6.906032997881994,-8.588022007606924
1506456563.808,6.90290099743288,-8.606814011000097
1506456564.014,6.899193000106607,-8.628809995949268
1506456564.191,6.89600699924631,-8.644739999435842
1506456564.37,6.8927850010222755,-8.660849991254508
1506456564.544,6.889653000573162,-8.67650999315083
1506456564.719,6.886502997134812,-8.692260010167956
1506456564.896,6.883317000581883,-8.708189993165433
1506456565.101,6.882151999452617,-8.727145007811487
1506456565.278,6.8833909997483715,-8.74396001175046
1506456565.482,6.8848189997370355,-8.763340011239052
1506456565.655,6.886029998771846,-8.779774998314679
1506456565.829,6.8872479989076965,-8.796305000782013
1506456566.001,6.888433999731205,-8.812645994126797
1506456566.187,6.886387998529244,-8.830502004362643
1506456566.363,6.8844519998528995,-8.847397992387414
1506456566.537,6.882537999597844,-8.864101994782686
1506456566.746,6.8802389983902685,-8.88416600599885
1506456566.937,6.87813799851574,-8.902502004057169
1506456567.11,6.876235000090674,-8.923069986514747
